tarih,istasyon_adi,gunluk_yolcu,nem,maksimum_sicaklik,minimum_sicaklik,ruzgar_hizi,ay,gun,donem
2024-01-02,Paşabahçe,101,68.0,12.0,10.0,25.0,1,2,Okul
2024-01-03,Paşabahçe,131,68.0,14.0,9.0,27.0,1,3,Okul
2024-01-04,Paşabahçe,125,69.0,13.0,9.0,17.0,1,4,Okul
2024-01-05,Paşabahçe,128,60.0,20.0,16.0,19.0,1,5,Okul
2024-01-06,Paşabahçe,104,74.0,24.0,20.0,16.0,1,6,Okul
2024-01-07,Paşabahçe,130,49.0,28.0,22.0,18.0,1,7,Okul
2024-01-08,Paşabahçe,78,58.0,31.0,25.0,16.0,1,8,Okul
2024-01-09,Paşabahçe,131,66.0,27.0,22.0,21.0,1,9,Okul
2024-01-10,Paşabahçe,117,66.0,27.0,22.0,21.0,1,10,Okul
2024-01-11,Paşabahçe,86,66.0,27.0,22.0,21.0,1,11,Okul
2024-01-12,Paşabahçe,128,66.0,27.0,22.0,21.0,1,12,Okul
2024-01-13,Paşabahçe,73,73.0,5.0,4.0,17.0,1,13,Okul
2024-01-14,Paşabahçe,96,73.0,9.0,6.0,18.0,1,14,Okul
2024-01-15,Paşabahçe,110,75.0,7.0,4.0,27.0,1,15,Tatil
2024-01-16,Paşabahçe,69,61.0,6.0,3.0,22.0,1,16,Tatil
2024-01-17,Paşabahçe,132,67.0,10.0,7.0,16.0,1,17,Tatil
2024-01-18,Paşabahçe,64,65.0,12.0,9.0,16.0,1,18,Tatil
2024-01-19,Paşabahçe,130,75.0,13.0,10.0,14.0,1,19,Tatil
2024-01-20,Paşabahçe,107,70.0,13.0,10.0,11.0,1,20,Tatil
2024-01-21,Paşabahçe,84,77.0,10.0,8.0,15.0,1,21,Tatil
2024-01-22,Paşabahçe,79,79.0,10.0,7.0,17.0,1,22,Tatil
2024-01-23,Paşabahçe,154,73.0,13.0,10.0,16.0,1,23,Tatil
2024-01-24,Paşabahçe,156,66.0,14.0,11.0,22.0,1,24,Tatil
2024-01-25,Paşabahçe,125,68.0,14.0,10.0,19.0,1,25,Tatil
2024-01-26,Paşabahçe,129,67.0,14.0,11.0,13.0,1,26,Tatil
2024-01-27,Paşabahçe,108,82.0,8.0,7.0,15.0,1,27,Tatil
2024-01-28,Paşabahçe,82,77.0,13.0,9.0,10.0,1,28,Tatil
2024-01-29,Paşabahçe,140,66.0,15.0,12.0,17.0,1,29,Tatil
2024-01-30,Paşabahçe,118,63.0,14.0,11.0,11.0,1,30,Tatil
2024-01-31,Paşabahçe,119,68.0,14.0,11.0,23.0,1,31,Tatil
2024-02-01,Paşabahçe,114,75.0,8.0,7.0,13.0,2,1,Tatil
2024-02-02,Paşabahçe,175,67.0,15.0,11.0,14.0,2,2,Tatil
2024-02-03,Paşabahçe,90,79.0,12.0,8.0,17.0,2,3,Okul
2024-02-04,Paşabahçe,99,74.0,13.0,10.0,21.0,2,4,Okul
2024-02-05,Paşabahçe,103,68.0,18.0,15.0,13.0,2,5,Okul
2024-02-06,Paşabahçe,120,71.0,27.0,20.0,8.0,2,6,Okul
2024-02-07,Paşabahçe,87,58.0,28.0,22.0,20.0,2,7,Okul
2024-02-08,Paşabahçe,138,62.0,29.0,25.0,16.0,2,8,Okul
2024-02-09,Paşabahçe,175,66.0,27.0,22.0,23.0,2,9,Okul
2024-02-10,Paşabahçe,123,66.0,27.0,22.0,23.0,2,10,Okul
2024-02-11,Paşabahçe,144,66.0,27.0,22.0,23.0,2,11,Okul
2024-02-12,Paşabahçe,110,66.0,27.0,22.0,23.0,2,12,Okul
2024-02-13,Paşabahçe,143,79.0,8.0,8.0,34.0,2,13,Okul
2024-02-14,Paşabahçe,115,68.0,8.0,7.0,34.0,2,14,Okul
2024-02-15,Paşabahçe,121,70.0,8.0,7.0,32.0,2,15,Okul
2024-02-16,Paşabahçe,144,69.0,8.0,7.0,28.0,2,16,Okul
2024-02-17,Paşabahçe,142,66.0,10.0,6.0,14.0,2,17,Okul
2024-02-18,Paşabahçe,100,68.0,14.0,9.0,6.0,2,18,Okul
2024-02-19,Paşabahçe,92,71.0,15.0,10.0,14.0,2,19,Okul
2024-02-20,Paşabahçe,163,70.0,14.0,12.0,8.0,2,20,Okul
2024-02-21,Paşabahçe,110,70.0,13.0,9.0,13.0,2,21,Okul
2024-02-22,Paşabahçe,173,67.0,12.0,9.0,8.0,2,22,Okul
2024-02-23,Paşabahçe,126,81.0,7.0,-5.0,36.0,2,23,Okul
2024-02-24,Paşabahçe,173,82.0,5.0,-5.0,36.0,2,24,Okul
2024-02-25,Paşabahçe,120,80.0,9.0,6.0,33.0,2,25,Okul
2024-02-26,Paşabahçe,85,68.0,9.0,6.0,17.0,2,26,Okul
2024-02-27,Paşabahçe,140,69.0,7.0,4.0,26.0,2,27,Okul
2024-02-28,Paşabahçe,138,64.0,9.0,1.0,22.0,2,28,Okul
2024-02-29,Paşabahçe,136,64.0,9.0,1.0,22.0,2,29,Okul
2024-03-01,Paşabahçe,88,74.0,8.0,6.0,26.0,3,1,Okul
2024-03-02,Paşabahçe,141,60.0,17.0,12.0,10.0,3,2,Okul
2024-03-03,Paşabahçe,76,63.0,9.0,6.0,24.0,3,3,Okul
2024-03-04,Paşabahçe,150,69.0,11.0,9.0,23.0,3,4,Okul
2024-03-05,Paşabahçe,151,64.0,21.0,15.0,10.0,3,5,Okul
2024-03-06,Paşabahçe,116,61.0,27.0,22.0,10.0,3,6,Okul
2024-03-07,Paşabahçe,106,61.0,31.0,24.0,15.0,3,7,Okul
2024-03-08,Paşabahçe,72,56.0,33.0,26.0,8.0,3,8,Okul
2024-03-09,Paşabahçe,120,56.0,33.0,26.0,8.0,3,9,Okul
2024-03-10,Paşabahçe,123,56.0,33.0,26.0,8.0,3,10,Okul
2024-03-11,Paşabahçe,106,56.0,33.0,26.0,8.0,3,11,Okul
2024-03-12,Paşabahçe,75,56.0,33.0,26.0,8.0,3,12,Okul
2024-03-13,Paşabahçe,131,78.0,8.0,7.0,37.0,3,13,Okul
2024-03-14,Paşabahçe,91,69.0,11.0,7.0,17.0,3,14,Okul
2024-03-15,Paşabahçe,148,72.0,10.0,8.0,11.0,3,15,Okul
2024-03-16,Paşabahçe,145,65.0,13.0,5.0,15.0,3,16,Okul
2024-03-17,Paşabahçe,163,65.0,17.0,12.0,13.0,3,17,Okul
2024-03-18,Paşabahçe,71,60.0,23.0,14.0,7.0,3,18,Okul
2024-03-19,Paşabahçe,129,65.0,18.0,14.0,6.0,3,19,Okul
2024-03-20,Paşabahçe,102,68.0,14.0,11.0,19.0,3,20,Okul
2024-03-21,Paşabahçe,117,72.0,13.0,9.0,27.0,3,21,Okul
2024-03-22,Paşabahçe,130,57.0,13.0,9.0,21.0,3,22,Okul
2024-03-23,Paşabahçe,142,59.0,14.0,9.0,18.0,3,23,Okul
2024-03-24,Paşabahçe,139,51.0,11.0,7.0,20.0,3,24,Okul
2024-03-25,Paşabahçe,120,53.0,17.0,8.0,10.0,3,25,Okul
2024-03-26,Paşabahçe,150,52.0,17.0,11.0,11.0,3,26,Okul
2024-03-27,Paşabahçe,145,71.0,12.0,10.0,19.0,3,27,Okul
2024-03-28,Paşabahçe,87,59.0,10.0,7.0,29.0,3,28,Okul
2024-03-29,Paşabahçe,152,59.0,9.0,7.0,39.0,3,29,Okul
2024-03-30,Paşabahçe,163,59.0,10.0,8.0,42.0,3,30,Okul
2024-03-31,Paşabahçe,93,64.0,12.0,9.0,33.0,3,31,Okul
2024-04-01,Paşabahçe,170,76.0,5.0,5.0,32.0,4,1,Okul
2024-04-02,Paşabahçe,166,61.0,18.0,14.0,7.0,4,2,Okul
2024-04-03,Paşabahçe,91,53.0,13.0,6.0,8.0,4,3,Okul
2024-04-04,Paşabahçe,79,74.0,12.0,8.0,20.0,4,4,Okul
2024-04-05,Paşabahçe,84,55.0,22.0,17.0,12.0,4,5,Okul
2024-04-06,Paşabahçe,92,59.0,25.0,21.0,10.0,4,6,Okul
2024-04-07,Paşabahçe,174,62.0,30.0,24.0,22.0,4,7,Okul
2024-04-08,Paşabahçe,108,62.0,26.0,23.0,18.0,4,8,Okul
2024-04-09,Paşabahçe,155,62.0,26.0,23.0,18.0,4,9,Okul
2024-04-10,Paşabahçe,165,62.0,26.0,23.0,18.0,4,10,Okul
2024-04-11,Paşabahçe,149,62.0,26.0,23.0,18.0,4,11,Okul
2024-04-12,Paşabahçe,175,62.0,26.0,23.0,18.0,4,12,Okul
2024-04-13,Paşabahçe,109,73.0,18.0,13.0,7.0,4,13,Okul
2024-04-14,Paşabahçe,145,82.0,15.0,11.0,15.0,4,14,Okul
2024-04-15,Paşabahçe,164,78.0,12.0,9.0,18.0,4,15,Okul
2024-04-16,Paşabahçe,155,62.0,12.0,9.0,17.0,4,16,Okul
2024-04-17,Paşabahçe,98,58.0,16.0,10.0,8.0,4,17,Okul
2024-04-18,Paşabahçe,135,74.0,13.0,10.0,19.0,4,18,Okul
2024-04-19,Paşabahçe,90,62.0,12.0,9.0,19.0,4,19,Okul
2024-04-20,Paşabahçe,99,56.0,11.0,9.0,20.0,4,20,Okul
2024-04-21,Paşabahçe,164,51.0,13.0,9.0,13.0,4,21,Okul
2024-04-22,Paşabahçe,93,49.0,16.0,10.0,10.0,4,22,Okul
2024-04-23,Paşabahçe,115,53.0,16.0,8.0,16.0,4,23,Okul
2024-04-24,Paşabahçe,115,61.0,21.0,12.0,9.0,4,24,Okul
2024-04-25,Paşabahçe,163,64.0,20.0,14.0,10.0,4,25,Okul
2024-04-26,Paşabahçe,110,63.0,19.0,13.0,11.0,4,26,Okul
2024-04-27,Paşabahçe,136,58.0,21.0,14.0,5.0,4,27,Okul
2024-04-28,Paşabahçe,125,63.0,21.0,16.0,8.0,4,28,Okul
2024-04-29,Paşabahçe,171,66.0,22.0,17.0,7.0,4,29,Okul
2024-04-30,Paşabahçe,88,54.0,21.0,17.0,18.0,4,30,Okul
2024-05-01,Paşabahçe,194,80.0,6.0,5.0,28.0,5,1,Okul
2024-05-02,Paşabahçe,157,70.0,14.0,12.0,17.0,5,2,Okul
2024-05-03,Paşabahçe,156,55.0,14.0,9.0,16.0,5,3,Okul
2024-05-04,Paşabahçe,147,71.0,18.0,9.0,11.0,5,4,Okul
2024-05-05,Paşabahçe,193,58.0,23.0,17.0,12.0,5,5,Okul
2024-05-06,Paşabahçe,107,62.0,28.0,21.0,7.0,5,6,Okul
2024-05-07,Paşabahçe,136,65.0,29.0,23.0,17.0,5,7,Okul
2024-05-08,Paşabahçe,113,52.0,27.0,23.0,18.0,5,8,Okul
2024-05-09,Paşabahçe,143,52.0,27.0,23.0,18.0,5,9,Okul
2024-05-10,Paşabahçe,135,52.0,27.0,23.0,18.0,5,10,Okul
2024-05-11,Paşabahçe,101,52.0,27.0,23.0,18.0,5,11,Okul
2024-05-12,Paşabahçe,105,52.0,27.0,23.0,18.0,5,12,Okul
2024-05-13,Paşabahçe,150,63.0,21.0,15.0,23.0,5,13,Okul
2024-05-14,Paşabahçe,143,71.0,23.0,15.0,18.0,5,14,Okul
2024-05-15,Paşabahçe,149,71.0,24.0,17.0,9.0,5,15,Okul
2024-05-16,Paşabahçe,118,67.0,23.0,17.0,15.0,5,16,Okul
2024-05-17,Paşabahçe,159,77.0,19.0,14.0,16.0,5,17,Okul
2024-05-18,Paşabahçe,101,80.0,20.0,16.0,9.0,5,18,Okul
2024-05-19,Paşabahçe,124,67.0,24.0,18.0,12.0,5,19,Okul
2024-05-20,Paşabahçe,155,55.0,25.0,21.0,11.0,5,20,Okul
2024-05-21,Paşabahçe,187,60.0,25.0,19.0,9.0,5,21,Okul
2024-05-22,Paşabahçe,113,60.0,25.0,19.0,9.0,5,22,Okul
2024-05-23,Paşabahçe,126,57.0,25.0,20.0,8.0,5,23,Okul
2024-05-24,Paşabahçe,181,70.0,22.0,18.0,11.0,5,24,Okul
2024-05-25,Paşabahçe,134,72.0,21.0,16.0,13.0,5,25,Okul
2024-05-26,Paşabahçe,145,67.0,26.0,18.0,10.0,5,26,Okul
2024-05-27,Paşabahçe,169,59.0,26.0,17.0,14.0,5,27,Okul
2024-05-28,Paşabahçe,97,61.0,30.0,20.0,6.0,5,28,Okul
2024-05-29,Paşabahçe,185,57.0,28.0,23.0,11.0,5,29,Okul
2024-05-30,Paşabahçe,148,64.0,27.0,20.0,11.0,5,30,Okul
2024-05-31,Paşabahçe,130,60.0,30.0,23.0,7.0,5,31,Okul
2024-06-01,Paşabahçe,119,68.0,5.0,4.0,17.0,6,1,Okul
2024-06-02,Paşabahçe,146,81.0,12.0,11.0,23.0,6,2,Okul
2024-06-03,Paşabahçe,137,76.0,14.0,12.0,16.0,6,3,Okul
2024-06-04,Paşabahçe,144,75.0,15.0,10.0,19.0,6,4,Okul
2024-06-05,Paşabahçe,158,62.0,22.0,17.0,16.0,6,5,Okul
2024-06-06,Paşabahçe,85,62.0,28.0,23.0,6.0,6,6,Okul
2024-06-07,Paşabahçe,141,61.0,29.0,24.0,11.0,6,7,Okul
2024-06-08,Paşabahçe,129,51.0,27.0,23.0,20.0,6,8,Okul
2024-06-09,Paşabahçe,92,51.0,27.0,23.0,20.0,6,9,Okul
2024-06-10,Paşabahçe,145,51.0,27.0,23.0,20.0,6,10,Tatil
2024-06-11,Paşabahçe,165,51.0,27.0,23.0,20.0,6,11,Tatil
2024-06-12,Paşabahçe,79,51.0,27.0,23.0,20.0,6,12,Tatil
2024-06-13,Paşabahçe,118,64.0,30.0,24.0,8.0,6,13,Tatil
2024-06-14,Paşabahçe,112,63.0,28.0,23.0,14.0,6,14,Tatil
2024-06-15,Paşabahçe,126,67.0,28.0,23.0,12.0,6,15,Tatil
2024-06-16,Paşabahçe,128,68.0,28.0,23.0,17.0,6,16,Tatil
2024-06-17,Paşabahçe,159,63.0,30.0,23.0,18.0,6,17,Tatil
2024-06-18,Paşabahçe,122,66.0,29.0,23.0,18.0,6,18,Tatil
2024-06-19,Paşabahçe,158,62.0,28.0,24.0,18.0,6,19,Tatil
2024-06-20,Paşabahçe,147,58.0,29.0,24.0,11.0,6,20,Tatil
2024-06-21,Paşabahçe,74,61.0,29.0,24.0,11.0,6,21,Tatil
2024-06-22,Paşabahçe,113,66.0,30.0,24.0,13.0,6,22,Tatil
2024-06-23,Paşabahçe,169,62.0,32.0,24.0,7.0,6,23,Tatil
2024-06-24,Paşabahçe,135,47.0,31.0,26.0,14.0,6,24,Tatil
2024-06-25,Paşabahçe,79,70.0,29.0,24.0,24.0,6,25,Tatil
2024-06-26,Paşabahçe,106,70.0,29.0,24.0,24.0,6,26,Tatil
2024-06-27,Paşabahçe,117,59.0,29.0,24.0,22.0,6,27,Tatil
2024-06-28,Paşabahçe,147,57.0,30.0,24.0,15.0,6,28,Tatil
2024-06-29,Paşabahçe,97,54.0,25.0,22.0,24.0,6,29,Tatil
2024-06-30,Paşabahçe,142,50.0,25.0,22.0,18.0,6,30,Tatil
2024-07-01,Paşabahçe,150,75.0,3.0,3.0,25.0,7,1,Tatil
2024-07-02,Paşabahçe,174,76.0,9.0,7.0,29.0,7,2,Tatil
2024-07-03,Paşabahçe,88,57.0,17.0,11.0,9.0,7,3,Tatil
2024-07-04,Paşabahçe,91,73.0,18.0,11.0,8.0,7,4,Tatil
2024-07-05,Paşabahçe,173,67.0,17.0,15.0,20.0,7,5,Tatil
2024-07-06,Paşabahçe,94,56.0,29.0,24.0,8.0,7,6,Tatil
2024-07-07,Paşabahçe,132,53.0,31.0,23.0,14.0,7,7,Tatil
2024-07-08,Paşabahçe,106,59.0,28.0,22.0,22.0,7,8,Tatil
2024-07-09,Paşabahçe,131,59.0,28.0,22.0,22.0,7,9,Tatil
2024-07-10,Paşabahçe,139,59.0,28.0,22.0,22.0,7,10,Tatil
2024-07-11,Paşabahçe,109,59.0,28.0,22.0,22.0,7,11,Tatil
2024-07-12,Paşabahçe,182,59.0,28.0,22.0,22.0,7,12,Tatil
2024-07-13,Paşabahçe,104,46.0,27.0,22.0,8.0,7,13,Tatil
2024-07-14,Paşabahçe,165,53.0,23.0,20.0,9.0,7,14,Tatil
2024-07-15,Paşabahçe,86,63.0,25.0,20.0,10.0,7,15,Tatil
2024-07-16,Paşabahçe,108,57.0,26.0,22.0,12.0,7,16,Tatil
2024-07-17,Paşabahçe,142,63.0,26.0,22.0,23.0,7,17,Tatil
2024-07-18,Paşabahçe,142,56.0,27.0,22.0,16.0,7,18,Tatil
2024-07-19,Paşabahçe,88,60.0,28.0,23.0,20.0,7,19,Tatil
2024-07-20,Paşabahçe,93,62.0,28.0,22.0,24.0,7,20,Tatil
2024-07-21,Paşabahçe,110,59.0,28.0,23.0,20.0,7,21,Tatil
2024-07-22,Paşabahçe,92,57.0,29.0,23.0,19.0,7,22,Tatil
2024-07-23,Paşabahçe,132,56.0,30.0,24.0,17.0,7,23,Tatil
2024-07-24,Paşabahçe,123,64.0,26.0,23.0,18.0,7,24,Tatil
2024-07-25,Paşabahçe,142,59.0,28.0,23.0,14.0,7,25,Tatil
2024-07-26,Paşabahçe,108,58.0,29.0,23.0,17.0,7,26,Tatil
2024-07-27,Paşabahçe,159,59.0,28.0,23.0,19.0,7,27,Tatil
2024-07-28,Paşabahçe,180,66.0,28.0,22.0,19.0,7,28,Tatil
2024-07-29,Paşabahçe,168,63.0,30.0,25.0,10.0,7,29,Tatil
2024-07-30,Paşabahçe,105,69.0,29.0,24.0,10.0,7,30,Tatil
2024-07-31,Paşabahçe,142,58.0,31.0,25.0,8.0,7,31,Tatil
2024-08-01,Paşabahçe,122,73.0,3.0,2.0,24.0,8,1,Tatil
2024-08-02,Paşabahçe,105,64.0,8.0,6.0,15.0,8,2,Tatil
2024-08-03,Paşabahçe,94,57.0,18.0,13.0,9.0,8,3,Tatil
2024-08-04,Paşabahçe,138,71.0,20.0,14.0,8.0,8,4,Tatil
2024-08-05,Paşabahçe,134,61.0,16.0,13.0,10.0,8,5,Tatil
2024-08-06,Paşabahçe,104,59.0,29.0,23.0,13.0,8,6,Tatil
2024-08-07,Paşabahçe,121,54.0,31.0,25.0,12.0,8,7,Tatil
2024-08-08,Paşabahçe,142,59.0,29.0,23.0,19.0,8,8,Tatil
2024-08-09,Paşabahçe,144,59.0,29.0,23.0,19.0,8,9,Tatil
2024-08-10,Paşabahçe,142,59.0,29.0,23.0,19.0,8,10,Tatil
2024-08-11,Paşabahçe,150,59.0,29.0,23.0,19.0,8,11,Tatil
2024-08-12,Paşabahçe,139,59.0,29.0,23.0,19.0,8,12,Tatil
2024-08-13,Paşabahçe,60,61.0,29.0,24.0,28.0,8,13,Tatil
2024-08-14,Paşabahçe,131,72.0,29.0,24.0,17.0,8,14,Tatil
2024-08-15,Paşabahçe,109,75.0,27.0,24.0,15.0,8,15,Tatil
2024-08-16,Paşabahçe,138,73.0,26.0,23.0,19.0,8,16,Tatil
2024-08-17,Paşabahçe,146,72.0,25.0,18.0,19.0,8,17,Tatil
2024-08-18,Paşabahçe,65,58.0,26.0,21.0,13.0,8,18,Tatil
2024-08-19,Paşabahçe,148,61.0,26.0,22.0,18.0,8,19,Tatil
2024-08-20,Paşabahçe,74,65.0,27.0,22.0,20.0,8,20,Tatil
2024-08-21,Paşabahçe,63,70.0,28.0,21.0,15.0,8,21,Tatil
2024-08-22,Paşabahçe,125,71.0,29.0,24.0,17.0,8,22,Tatil
2024-08-23,Paşabahçe,137,74.0,28.0,24.0,20.0,8,23,Tatil
2024-08-24,Paşabahçe,101,71.0,30.0,24.0,19.0,8,24,Tatil
2024-08-25,Paşabahçe,56,69.0,30.0,24.0,20.0,8,25,Tatil
2024-08-26,Paşabahçe,148,66.0,30.0,24.0,25.0,8,26,Tatil
2024-08-27,Paşabahçe,72,61.0,30.0,24.0,27.0,8,27,Tatil
2024-08-28,Paşabahçe,117,58.0,28.0,24.0,27.0,8,28,Tatil
2024-08-29,Paşabahçe,83,61.0,27.0,23.0,24.0,8,29,Tatil
2024-08-30,Paşabahçe,121,64.0,27.0,22.0,20.0,8,30,Tatil
2024-08-31,Paşabahçe,109,63.0,26.0,22.0,22.0,8,31,Tatil
2024-09-01,Paşabahçe,78,62.0,7.0,3.0,25.0,9,1,Tatil
2024-09-02,Paşabahçe,94,64.0,11.0,7.0,8.0,9,2,Tatil
2024-09-03,Paşabahçe,164,66.0,17.0,14.0,14.0,9,3,Tatil
2024-09-04,Paşabahçe,116,74.0,17.0,12.0,12.0,9,4,Tatil
2024-09-05,Paşabahçe,107,57.0,18.0,13.0,6.0,9,5,Tatil
2024-09-06,Paşabahçe,151,68.0,27.0,22.0,18.0,9,6,Tatil
2024-09-07,Paşabahçe,136,58.0,32.0,25.0,8.0,9,7,Tatil
2024-09-08,Paşabahçe,168,61.0,29.0,23.0,20.0,9,8,Tatil
2024-09-09,Paşabahçe,99,61.0,29.0,23.0,20.0,9,9,Tatil
2024-09-10,Paşabahçe,69,61.0,29.0,23.0,20.0,9,10,Tatil
2024-09-11,Paşabahçe,116,61.0,29.0,23.0,20.0,9,11,Tatil
2024-09-12,Paşabahçe,159,61.0,29.0,23.0,20.0,9,12,Tatil
2024-09-13,Paşabahçe,111,61.0,29.0,23.0,20.0,9,13,Tatil
2024-09-14,Paşabahçe,131,61.0,29.0,23.0,20.0,9,14,Okul
2024-09-15,Paşabahçe,117,61.0,29.0,23.0,20.0,9,15,Okul
2024-09-16,Paşabahçe,140,61.0,29.0,23.0,20.0,9,16,Okul
2024-09-17,Paşabahçe,134,61.0,29.0,23.0,20.0,9,17,Okul
2024-09-18,Paşabahçe,113,61.0,29.0,23.0,20.0,9,18,Okul
2024-09-19,Paşabahçe,134,61.0,29.0,23.0,20.0,9,19,Okul
2024-09-20,Paşabahçe,86,61.0,29.0,23.0,20.0,9,20,Okul
2024-09-21,Paşabahçe,125,61.0,29.0,23.0,20.0,9,21,Okul
2024-09-22,Paşabahçe,91,61.0,29.0,23.0,20.0,9,22,Okul
2024-09-23,Paşabahçe,110,61.0,29.0,23.0,20.0,9,23,Okul
2024-09-24,Paşabahçe,81,61.0,29.0,23.0,20.0,9,24,Okul
2024-09-25,Paşabahçe,166,61.0,29.0,23.0,20.0,9,25,Okul
2024-09-26,Paşabahçe,143,61.0,29.0,23.0,20.0,9,26,Okul
2024-09-27,Paşabahçe,143,61.0,29.0,23.0,20.0,9,27,Okul
2024-09-28,Paşabahçe,107,61.0,29.0,23.0,20.0,9,28,Okul
2024-09-29,Paşabahçe,131,61.0,29.0,23.0,20.0,9,29,Okul
2024-09-30,Paşabahçe,129,61.0,29.0,23.0,20.0,9,30,Okul
2024-10-01,Paşabahçe,141,69.0,12.0,10.0,33.0,10,1,Okul
2024-10-02,Paşabahçe,120,67.0,10.0,7.0,6.0,10,2,Okul
2024-10-03,Paşabahçe,112,72.0,16.0,13.0,16.0,10,3,Okul
2024-10-04,Paşabahçe,132,78.0,14.0,12.0,15.0,10,4,Okul
2024-10-05,Paşabahçe,154,65.0,19.0,15.0,9.0,10,5,Okul
2024-10-06,Paşabahçe,143,70.0,26.0,22.0,20.0,10,6,Okul
2024-10-07,Paşabahçe,138,63.0,28.0,23.0,15.0,10,7,Okul
2024-10-08,Paşabahçe,110,59.0,30.0,23.0,20.0,10,8,Okul
2024-10-09,Paşabahçe,113,59.0,30.0,23.0,20.0,10,9,Okul
2024-10-10,Paşabahçe,90,59.0,30.0,23.0,20.0,10,10,Okul
2024-10-11,Paşabahçe,166,59.0,30.0,23.0,20.0,10,11,Okul
2024-10-12,Paşabahçe,156,59.0,30.0,23.0,20.0,10,12,Okul
2024-10-13,Paşabahçe,161,59.0,30.0,23.0,20.0,10,13,Okul
2024-10-14,Paşabahçe,107,59.0,30.0,23.0,20.0,10,14,Okul
2024-10-15,Paşabahçe,78,59.0,30.0,23.0,20.0,10,15,Okul
2024-10-16,Paşabahçe,165,59.0,30.0,23.0,20.0,10,16,Okul
2024-10-17,Paşabahçe,88,59.0,30.0,23.0,20.0,10,17,Okul
2024-10-18,Paşabahçe,81,59.0,30.0,23.0,20.0,10,18,Okul
2024-10-19,Paşabahçe,146,59.0,30.0,23.0,20.0,10,19,Okul
2024-10-20,Paşabahçe,140,59.0,30.0,23.0,20.0,10,20,Okul
2024-10-21,Paşabahçe,161,59.0,30.0,23.0,20.0,10,21,Okul
2024-10-22,Paşabahçe,139,59.0,30.0,23.0,20.0,10,22,Okul
2024-10-23,Paşabahçe,113,59.0,30.0,23.0,20.0,10,23,Okul
2024-10-24,Paşabahçe,91,59.0,30.0,23.0,20.0,10,24,Okul
2024-10-25,Paşabahçe,104,59.0,30.0,23.0,20.0,10,25,Okul
2024-10-26,Paşabahçe,114,59.0,30.0,23.0,20.0,10,26,Okul
2024-10-27,Paşabahçe,109,59.0,30.0,23.0,20.0,10,27,Okul
2024-10-28,Paşabahçe,166,59.0,30.0,23.0,20.0,10,28,Okul
2024-10-29,Paşabahçe,131,59.0,30.0,23.0,20.0,10,29,Okul
2024-10-30,Paşabahçe,131,59.0,30.0,23.0,20.0,10,30,Okul
2024-10-31,Paşabahçe,99,59.0,30.0,23.0,20.0,10,31,Okul
2024-11-01,Paşabahçe,106,84.0,11.0,9.0,26.0,11,1,Okul
2024-11-02,Paşabahçe,173,64.0,14.0,9.0,15.0,11,2,Okul
2024-11-03,Paşabahçe,74,62.0,18.0,14.0,15.0,11,3,Okul
2024-11-04,Paşabahçe,124,77.0,16.0,12.0,20.0,11,4,Okul
2024-11-05,Paşabahçe,165,70.0,20.0,15.0,11.0,11,5,Okul
2024-11-06,Paşabahçe,157,68.0,28.0,22.0,10.0,11,6,Okul
2024-11-07,Paşabahçe,91,71.0,22.0,18.0,24.0,11,7,Okul
2024-11-08,Paşabahçe,79,63.0,28.0,23.0,26.0,11,8,Okul
2024-11-09,Paşabahçe,101,63.0,28.0,23.0,26.0,11,9,Okul
2024-11-10,Paşabahçe,151,63.0,28.0,23.0,26.0,11,10,Okul
2024-11-11,Paşabahçe,80,63.0,28.0,23.0,26.0,11,11,Okul
2024-11-12,Paşabahçe,174,63.0,28.0,23.0,26.0,11,12,Okul
2024-11-13,Paşabahçe,158,63.0,28.0,23.0,26.0,11,13,Okul
2024-11-14,Paşabahçe,132,63.0,28.0,23.0,26.0,11,14,Okul
2024-11-15,Paşabahçe,101,63.0,28.0,23.0,26.0,11,15,Okul
2024-11-16,Paşabahçe,81,63.0,28.0,23.0,26.0,11,16,Okul
2024-11-17,Paşabahçe,86,63.0,28.0,23.0,26.0,11,17,Okul
2024-11-18,Paşabahçe,114,63.0,28.0,23.0,26.0,11,18,Okul
2024-11-19,Paşabahçe,96,63.0,28.0,23.0,26.0,11,19,Okul
2024-11-20,Paşabahçe,132,63.0,28.0,23.0,26.0,11,20,Okul
2024-11-21,Paşabahçe,174,63.0,28.0,23.0,26.0,11,21,Okul
2024-11-22,Paşabahçe,119,63.0,28.0,23.0,26.0,11,22,Okul
2024-11-23,Paşabahçe,171,63.0,28.0,23.0,26.0,11,23,Okul
2024-11-24,Paşabahçe,81,63.0,28.0,23.0,26.0,11,24,Okul
2024-11-25,Paşabahçe,123,63.0,28.0,23.0,26.0,11,25,Okul
2024-11-26,Paşabahçe,91,63.0,28.0,23.0,26.0,11,26,Okul
2024-11-27,Paşabahçe,77,63.0,28.0,23.0,26.0,11,27,Okul
2024-11-28,Paşabahçe,123,63.0,28.0,23.0,26.0,11,28,Okul
2024-11-29,Paşabahçe,130,63.0,28.0,23.0,26.0,11,29,Okul
2024-11-30,Paşabahçe,97,63.0,28.0,23.0,26.0,11,30,Okul
2024-12-01,Paşabahçe,147,82.0,6.0,5.0,25.0,12,1,Okul
2024-12-02,Paşabahçe,80,73.0,14.0,11.0,26.0,12,2,Okul
2024-12-03,Paşabahçe,93,76.0,15.0,8.0,26.0,12,3,Okul
